Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
QUITO UNIDO -Remoción 2021-,@QuitoUnido2021,May 29,#NOTICIA | ÚLTIMA HORA
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Gustavo Merino,@gustavomerino,May 28,Comisión de Mesa aprueba dos pedidos de remoción del alcalde Yunda https://primicias.ec/noticias/politica/comision-de-mesa-remocion-alcalde-quito/#.YLDXsWz-CrE.twitter… vía 
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
Justicia Relativa,@JRelativa,May 29,"Yunda en la cuerda floja. Seis factores afectaron su imagen: El paro de octubre del 2019, Compra de pruebas covid-19, Chats atribuidos a su hijo, Pérdida de apoyo en el Concejo Metropolitano, Pavimentación, Modelo de Gestión en el Metro de Quito.14 votos pueden definir su..."
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
Daniel Pachon,@rocko1080,2h,"Yunda ha sido el mejor alcalde de Quito del siglo, y Botaniqo de Uribe & Swarzkopf un ejemplo de sintonía con la comunidad y el medio ambiente. "
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
Juan Carlos Vizcaíno Ríos,@JuanVizcainoJAV,May 31,"Excelente comentario, muy claro y preciso. "
Primera Linea Colombia,@PrimeraLineacol,May 30,"#ULTIMAHORA|  En Huila, el gobernador y el alcalde de Neiva, rechazaron la orden presidencial y no van a militarizar. Van a seguir concertando con los puntos de bloqueo."
Primera Linea Colombia,@PrimeraLineacol,May 30,"#ULTIMAHORA|  En Huila, el gobernador y el alcalde de Neiva, rechazaron la orden presidencial y no van a militarizar. Van a seguir concertando con los puntos de bloqueo."
Rokoto Feo,@rokoto_feo,May 31,El Miércoles posiblemente Yunda sea destituido.  Pero yo me pregunto : por qué estos grupos de fachos no hicieron lo mismo con Rodas? Yunda es una deshonra para Quito dicen! Les cuento q una vez llegó Rodas completamente ebrio a una sesión de consejo y nos quitaron las cámaras y
Primera Linea Colombia,@PrimeraLineacol,May 30,"#ULTIMAHORA|  En Huila, el gobernador y el alcalde de Neiva, rechazaron la orden presidencial y no van a militarizar. Van a seguir concertando con los puntos de bloqueo."
Primera Linea Colombia,@PrimeraLineacol,May 30,"#ULTIMAHORA|  En Huila, el gobernador y el alcalde de Neiva, rechazaron la orden presidencial y no van a militarizar. Van a seguir concertando con los puntos de bloqueo."
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
Alcalde del pueblo Landivar,@andreexumbra,1h,"QUIEN DEBERÍA ESTAR PRESO, ES LENIN MORENO QUE SE LIMPIO EL RECTO CON SUS RESPONSABILIDADES. Y ANTE LA DESESPERACION POR SALVAR VIDAS, ALCALDES COMO YUNDA SALIERON COMO LOCOS A TRATAR DE CONSEGUIR LAS PRUEBAS PCR, NO EXISTIA PROTOCOLO PARA SABER SI ERAN VALIDAS O NO."
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
LATIGO,@VersatilJoe,28m,ASUNTO YUNDA.
𝐀𝐭𝐡𝐨𝐬𝐄𝐫𝐚𝐬𝐦𝐮𝐬∴,@AthosErasmus,May 31,"El nivel de corrupción del Alcalde de Quito, Jorge Yunda. Es el infierno"
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
johnkings,@johnKGye,Jun 1,"JORGE YUNDA: es el peor alcalde de Quito eso nadie lo duda ni Correa, pero es el alcalde del correismo"
Soluciones San Francisco,@soluciones_san,2h,Podrán votar los concejales correistas en contra del Alcalde Yunda; cuando tienen su gente manejando las gerencias de las Empresas Municipales???
Diario Extra,@DiarioExtraEc,2h,"Si 14 de los 21 concejales de Quito votan a favor de la remoción del cargo de Jorge Yunda, este le diría ‘chaolín’ a la alcaldía. Hoy es el día cero..."
DelaCuadra,@JD_DelaCuadra,14h,El Concejo Metropolitano: 
Skarfly,@skarfly,32m,Como puede ser posible q los comerciantes de mercados apoyen al nefasto alcalde yunda 
URSS,@RenatoSamanieg8,10h,Mañana a esta hora quiero dormir feliz sabiendo que el infeliz de Yunda ya no es alcalde de Quito veamos que dicen los consejales???
Radio Sonorama,@radiosonorama,May 31,Los dos pedidos de remoción al alcalde de Quito Jorge Yunda serán analizados el miércoles 2 de junio por el Concejo Metropolitano. Ese día se conocerá si el burgomaestre sigue o no en el cargo. 
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Radio Elite 99.7 fm,@Radioelite997fm,May 28,"Los informes de la Comisión de Mesa sobre los dos pedidos de remoción que enfrenta el alcalde Jorge Yunda están listos. Ayer terminó el plazo y esa instancia los aprobó. Solo resta la sesión del Concejo, en la que se definirá la suerte del Burgomaestre."
Edwinner,@edwinner77,May 31,Replying to 
Brither Villagrán,@0rph3n,20h,Replying to 
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
Bernardo Abad,@babadmerchan,May 28,"La Comisión de Mesa encargada de tramitar los pedidos de remoción del Alcalde Jorge Yunda, emitió los informes favorables, y la próxima semana en sesión extraordinaria del "
Rena-Quitu,@renaquitu,1h,Lo irónico de Quito es que los mismos que buscan sacarle al alcalde (ID-CREO-UE) son los mismos q le pusieron y q ahora mismo ya gobiernan la ciudad dentro de todas las comisiones. 
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
MF DOOM,@MrRager02,28m,Que turro y duro hablar de la situación del alcalde Yunda.
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
DelaCuadra,@JD_DelaCuadra,May 27,"#Quito | ""Frente cívico y colectivos"" pide la salida del alcalde Yunda. Hoy en la tarde la comisión de mesa analiza y vota por las causales de remoción:"
La Voz del Tomebamba,@tomebamba,May 27,#Quito: Aprobados los pedidos de remoción contra el alcalde Jorge Yunda. Se convocarán dos sesiones para que el concejo metropolitano vote a favor o en contra de cada proceso. https://bit.ly/34pfxRz → Expreso
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Bernardo Abad,@babadmerchan,Jun 1,"Si el día de mañana, se da paso a los pedidos de remoción en contra de Jorge Yunda, sería la primera vez que un Alcalde de #Quito sea removido de su cargo, por incumplimiento de sus funciones."
DelaCuadra,@JD_DelaCuadra,19h,Hoy se tomó 1:30 para decidir la orden del día en el Concejo de Quito. Alcalde Yunda decidió en su lugar pasar un vídeo de Roque Sevilla que expresa como ciudadano el malestar que vive la ciudad por el mal manejo de Yunda.
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Patricio Javier Díaz,@PatricioJDiaz,May 30,Washington Andrade defendiendo a Jorge Yunda...un abogado a la medida del defendido.
Diario Extra,@DiarioExtraEc,1h,"Luz Elena Coloma, concejal de #Quito, explica que como ente máximo de la ciudad, el Concejo tiene que pronunciarse respecto a lo que está sucediendo con el alcalde Jorge Yunda."
Diario Extra,@DiarioExtraEc,1h,Replying to 
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Gengis Hank,@elprofesorhank,15h,Moncayo es uno de los culpables que Yunda sea Alcalde.
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Yunda alexi,@DuqueYunda,May 31,"Puros paños de agua tibia de este alcaldE, SOLO FALTA SU RENUNCIA YAAA"
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
DelaCuadra,@JD_DelaCuadra,20h,"#Quito | Mañana miércoles a las 15:30 se decide la remoción del alcalde Jorge Yunda en el concejo metropolitano, se necesitan 14 votos de los 21 concejales. Yunda también debe responder ante la justicia en un juicio administrativo y otro penal con prisión de hasta 13 años."
Esteban Villamar,@EstebanVillama9,2h,"Buenos días #Quito , hoy se decide si continúa en el poder el alcalde actual, que poco o nada ha hecho por la ciudad. La capital de un país no debe jamás, tener como líder a alguien con procesos legales encima. Señores concejales hagan lo correcto y remuevan a #Yunda de una vez."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Miss Potter,@AdharaGE,May 31,"A Quito nunca lo he visto tan sucio y descuidado. Yunda en su plan de gobierno prometió la generación de vías, puentes y túneles para los próximos 60 años y el municipio solo se dedicó a tapar huecos y eso lo hace muy mal."
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
UrbanimalQuito,@urbanimalquito,May 28,"Para finalizar el alcalde de Quito, Dr. Jorge Yunda, "
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
sigridinquito,@sigridvasconez,May 28,Será que por fin hay algo de ética en el Municipio #DMQ y destituyen a #Yunda
Primicias,@Primicias,15h,"#ATENCIÓN | El miércoles 2 de junio el Concejo Metropolitano de Quito decidirá la suerte del alcalde Jorge Yunda, que enfrenta dos pedidos de remoción. Estas 5 claves explican el caso. »"
Cesar Coronel,@CesarCoronelrp,13h,Mañana es el día en que todos los Quiteños nos unamos para que Yunda deje de ser el alcalde de Quito !
Fermín Antonio Vaca,@FerminVaca,Jun 1,Así están cosas en el Concejo Metropolitano que mañana decide sobre la permanencia de Yunda.
BienPᴇɴsᴀɴᴛᴇ,@Bienpensante1,May 31,#OjoAlDato|#Ecuador |Los 2 pedidos de remoción al alcalde de Quito Jorge Yunda serán analizados el miércoles 2 de junio por el Concejo Metropolitano de Quito. Hasta ese momento 
Primicias,@Primicias,May 29,"El Concejo Metropolitano de Quito se reunirá el 2 de junio. Será un día clave, pues se tratarán los dos pedidos de remoción en contra del alcalde Yunda. »"
Primicias,@Primicias,May 29,"El Concejo Metropolitano de Quito se reunirá el 2 de junio. Será un día clave, pues se tratarán los dos pedidos de remoción en contra del alcalde Yunda. »"
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gabriel Hidalgo Andrade,@ghidalgoandrade,28m,"A Quito le urge un chulla al frente de su alcaldía: honorable, diligente, entusiasta, sereno, respetuoso, comprometido. "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Primicias,@Primicias,May 29,El 2 de junio de 2021 se prevé que los 21 concejales de Quito decidan el futuro del alcalde Jorge Yunda. »
Mónica Vaca Orellana,@monicaluciavaca,Jun 1,Verán que son 8 concejales en Quito de Fuerza Compromiso Social (Correistas)
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Dayana Ortiz,@Dayanaortize,May 31,"Para el día miércoles 02 de junio, el Concejo Metropolitano de #Quito analizará los pedidos de remoción contra el alcalde Jorge #Yunda"
adriana muela leon,@adriana_muela,May 31,Sr Alcalde Yunda y miembros del Concejo del Municipio de Quito ¿Qué pueden informar de permisos de construcción en quebradas y zonas protegidas de Quito?
QUITO UNIDO -Remoción 2021-,@QuitoUnido2021,May 29,#NOTICIA | URGENTE
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Panas de Jorge Yunda,@PanasJorgeYunda,17h,“No necesitamos que se pongan en riesgo en esta situación tan delicada” 
Fausto Yépez,@faustoyepez,15h,Sesión determinante para este miércoles en el Concejo Metropolitano de Quito. Dos informes con recomendación de remover a Jorge Yunda del cargo. Un alcalde con 58% de desaprobación a su gestión.
Gabriel Hidalgo Andrade,@ghidalgoandrade,May 29,"El miércoles 2 de junio, Jorge Yunda será ex alcalde de Quito."
Diario Extra,@DiarioExtraEc,25m,"En la calle Guayaquil y Espejo, centro de Quito,  se encuentran más simpatizantes del alcalde Jorge Yunda."
Luis Eduardo Vivanco,@luisevivanco,May 26,"Existen diferencias en el concejo sobre el post Yunda, las cuales empantanan las voluntades políticas para liberar a Quito de su corrupta administración. Una de esas es que Guarderas asuma. Algunos no lo quieren de Alcalde, pero tampoco a un correísta."
4 Pelagatos,@4pelagatos4,3h,"Crónica de una muerte anunciada para Yunda, alcalde de una ciudad en decadencia: así es la situación de Quito y su edil con grillete gritando para que salgan a salvarlo. ¿Dónde quedó la minga ética ciudadana? La columna de María Amparo Albán en #4P"
El Noticiero,@elnoticierotc,May 27, ¡ÚLTIMA HORA! 
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Mov.Cambio y Libertad,@IBelrod,Jun 1,"La remoción de Yunda podría quedar para la historia nefasta del MDMQ, porque sería el primer Alcalde de Quito que saldría de una manera tan deshonrosa. A esto llevó el oportunismo y la búsqueda de protagonismo de candidatos a la alcaldía que dividieron #RedDeTuiterosDemocraticos"
Más allá de los cuentos,@NoNegligencia,May 30,"En cada tuit que leo de personas que critican al alcalde Jorge Yunda por la corrupción generalizada en el MDMQ y  mencionan ejemplos, con regularidad se ‘olvidan’ de añadir lo que pasa en la "
El Comercio,@elcomerciocom,1h,#Quito | La edil Luz Elena Coloma (Creo) dice que en el proceso de remoción que enfrenta el alcalde Jorge Yunda se verá el compromiso por la capital ecuatoriana.
El Comercio,@elcomerciocom,1h,Replying to 
Primicias,@Primicias,1h,"La sala del Concejo Metropolitano a punto de instalarse para tratar el primer pedido de remoción en contra del alcalde de Quito, Jorge Yunda. » http://prim.ec/4VZc30rJBbK"
Galo Vallejos Espinosa,@GaloVallejosE,13h,"Quito no es ni fue ciudad para todos sus habitantes. Como todo centro urbano de un capitalismo periférico, está atravesada por la inequidad. No ha existido alcalde que la haya enfrentado como política pública, Yunda incluido. Es un alcalde promedio, pero molesto para las élites…"
El Comercio,@elcomerciocom,1h,"#Quito | El concejal Luis Reina (correísmo) dice que su bloque tiene una posición, pero escucharán los alegatos de las partes en el proceso de remoción en contra del alcalde Jorge Yunda. Compromiso Social representa ocho votos"
MorenaLuna,@LaCarol_M,21h,Gracias por la invitación 
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Gustavo A. Rivadeneira,@Gusrivadeneira6,May 30,"A raíz de que salieron a la luz pública los chats de WhatsApp del hijo del Alcalde Jorge Yunda, este debió renunciar "
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
Diario El Mercurio,@elmercurioec,May 28,"El Concejo Metropolitano de Quito aprobó ayer los dos pedidos de remoción en contra del alcalde de la ciudad, Jorge Yunda, presentados por dos organizaciones ciudadanas, con lo que avanza el proceso para su destitución."
El Telégrafo Ecuador,@el_telegrafo,11m,#EnVivo | Sigue la transmisión del Concejo Metropolitano ▼
Radio Sonorama,@radiosonorama,19h,"Para remover al alcalde Jorge Yunda se necesitan 14 votos pero a decir de la concejal Luz Elena Coloma, sólo hay 13. Se esperan concentraciones a favor y en contra del proceso. "
El Universo,@eluniversocom,May 27,El Concejo Metropolitano de Quito decidirá la próxima semana sobre los dos pedidos de remoción en contra del alcalde Jorge Yunda►http://ow.ly/TUEz50EXfrx
AldoMarquezdelaPlata,@amarqued,May 26,Sería realmente penoso que el Ecuador y nuestra capital Quito festeje el año del Bicentenario de la Batalla del Pichincha con Yunda de Alcalde…
El Universo,@eluniversocom,2h,Este miércoles se define sobre pedidos de remoción al alcalde Jorge Yunda; son dos sesiones de Concejo y se necesitan 14 de los 21 votos para sacar al funcionario►http://ow.ly/grmb50F0LpM
Marianella Irigoyen,@NellaIrigoyen,18h,"En 24hs se dará inicio a la segunda sesión extraordinaria del día, donde se conocerá el segundo pedido de REMOCIÓN, acto seguido se lo conocerá como: ex Alcalde de Quito, Jorge Yunda. "
barrios de Quito,@barriosdequito,3h,#Quitonotienealcalde #Quito 
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
LaHistoria,@lahistoriaec,May 27,"Tic toc, tic toc. Informes sobre dos pedidos de remoción del alcalde de Quito Jorge Yunda fueron aprobados por la Comisión de Mesa y serán puestos a consideración del Concejo a más tardar el próximo 2 de junio. Ese día podría ser destituido Yunda, quien sigue con grillete."
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
El Universo,@eluniversocom,May 28,La suerte del alcalde Jorge Yunda en el Municipio de Quito se decide la próxima semana►http://ow.ly/wReI50EXjpH
Radio La Calle,@radiolacalle,May 31,Linda Guamán abandona la Secretaría de Salud del Municipio
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
Prensa News,@flashprensanew,2h,"A partir de las 08:30, se llevará a cabo la sesión del Concejo Metropolitano de Quito para decidir sobre el pedido de remoción en contra del alcalde Jorge Yunda. El vicealcalde Santiago Guarderas convocó a estas reuniones de manera presencial en el Palacio Municipal."
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
Primicias,@Primicias,May 27,"En sus dos años en funciones, el alcalde Jorge Yunda ha designado a 3 gerentes y va por un cuarto. La empresa Metro de Quito cambia de autoridad cada ocho meses en promedio. »"
Blady Hidalgo,@blady_hidalgo,9h,El alcalde de Quito Jorge Yunda 
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
Prensa News,@flashprensanew,20h,"En total son nueve los incumplimientos aprobados por la Comisión de Mesa en los dos pedidos de remoción ingresados contra el alcalde de Quito, Jorge Yunda. Este miércoles 2 de junio se llevarán a cabo las dos sesiones extraordinarias para conocer y votar sobre estas denuncias."
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
Hector Muñoz,@hmunozalarcon,18h,Atentos con el proceder de los Concejales de Quito el día de mañana en el procedimiento de remoción del Alcalde Yunda. 
Municipio de Quito,@MunicipioQuito,May 29,El alcalde Dr. Jorge Yunda 
Canal RTU,@CanalRTU,1h,[#ATENCIÓN] Consejo Metropolitano define el futuro del Alcalde Jorge Yunda
LaHistoria,@lahistoriaec,May 27,"Zeus, la mascota del alcalde Yunda, muy pronto en adopción. La caricatura de la política de Toño:"
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
El Universo,@eluniversocom,May 31,"Empieza semana decisiva para el alcalde de Quito, Jorge Yunda ► http://ow.ly/ncBc50EZaGB"
Radio Sonorama,@radiosonorama,17m,#ÚLTIMO Inicia sesión del Concejo Metropolitano de #Quito para analizará remoción al alcalde Jorge Yunda. El funcionario está a la espera para presentar sus pruebas de descargo.
ecuadorenvivo,@ecuadorenvivo,51m,"#AHORA : Barras a favor del alcalde de Quito, Jorge Yunda, se han presentes en los exteriores del Salón de Sesiones del Consejo Metropolitano de Quito."
Diego Cevallos Salgado,@DiegoCevallosEC,May 29,"Finalizada la exposición de las partes, el Concejo discutirá y resolverá sobre la remoción de Yunda. "
Diego Cevallos Salgado,@DiegoCevallosEC,May 29,Replying to 
Teleamazonas,@teleamazonasec,May 31,El Concejo Metropolitano de Quito decide esta semana la suerte del alcalde Jorge Yunda
Joaquin Lopez Chavez,@JoaquinLopez67,May 27,"Jorge Yunda ganó las elecciones de manera democratica...no promover caos para nuestra capital....si alguien quiere ser alcalde de Quito, que se presente a las siguientes elecciones"
Othon Zevallos M,@othonzevallosm,May 28,"del #AlcaldeYunda, quien ha dado muestras de una absoluta falta de compromiso y transparencia con nuestra ciudad, como el caso evidente de nuestra querida empresa "
Othon Zevallos M,@othonzevallosm,May 28,Estimados Concejales del partido Fuerza Compromiso Social 
El Universo,@eluniversocom,May 31,"Pedidos de remoción al alcalde Jorge Yunda, estas son las causales que aprobó la Comisión de Mesa y envió al Pleno del Concejo►http://ow.ly/VIK750EZyzn"
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
Eli,@crucita2376,May 31,"Yunda nos acabo de hundir, totalmente en el abandonó esta la ciudad ventas ambulantes, basura, las calles en mal estado, prometió tanto pero cumplió poco por no decir nada Yunda pésimo alcalde se dedico a robar la ciudad está en un hueco"
El Comercio,@elcomerciocom,May 28,"#ATENCIÓN | El Concejo Metropolitano decidirá el futuro del alcalde de Quito, Jorge Yunda. Por “despilfarro e incumplimientos” se busca la remoción » https://bit.ly/34umm4g"
Teleamazonas,@teleamazonasec,May 28,Comisión de mesa aprobó los pedidos de remoción contra el alcalde Yunda
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Julio Ruiz,@AbJulioRuiz,May 28,Replying to 
Panas de Jorge Yunda,@PanasJorgeYunda,May 29,"El Alcalde Jorge Yunda visitó a la familia Fuerez-Oyagata en San José de Minas, quienes lo perdieron todo tras un deslave en su vivienda. En coordinación con el GAD parroquial el "
Carlos Vera,@CarlosVerareal,May 27,Alcalde Yunda cada vez más cerca de irse...
Municipio de Quito,@MunicipioQuito,May 28,"“Este es un centro de bienestar animal que está totalmente equipado y listo para atender las necesidades como esterilización, vacunación y chequeos”, dijo el alcalde de Quito, Dr. Jorge Yunda, "
Municipio de Quito,@MunicipioQuito,May 28,Replying to 
Ecuavisa,@ecuavisa,23h, 5 claves para entender la situación política del Alcalde de #Quito Jorge Yunda. 
Jeff Sanguña,@jeffsanguna,2h,"#GisselaChalá, vicealcaldesa de Quito, confirma que la Revolución Ciudadana votará en bloque sobre la situación de Jorge Yunda. La decisión se basará en el cumplimiento o no de funciones del alcalde y no sobre los procesos judiciales. "
CoaliciónCiudadanaEC,@CoalicionUIO,May 31,"Exhortamos a las y los Concejales del DMQ, a que sus decisiones, en la Sesión de Concejo para abordar la Remoción del alcalde, Jorge Yunda, vayan acorde a las necesidades de la capital de los ecuatorianos, para retomar las riendas de estabilidad en la estructura municipal."
